Site *,Management *,Sample date: Year *,Sample date: Month *,Sample date: Day *,Depth *,Transect number *,Transect length surveyed *,Number of quadrats *,Quadrat size *,Number of points per quadrat *,Observer emails *,Quadrat *,Benthic attribute *,Growth form,Number of points *
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,7,Acropora,NA,3
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,7,Porites,Branching,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,7,Porites,Massive,4
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,7,Stylophora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,7,Symphyllia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,7,Trachyphyllia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,7,Tubastraea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,7,Tubipora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,7,Turbinaria-coral,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,8,Crustose coralline algae,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,8,Halimeda,NA,3
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,8,Turf algae,NA,3
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,8,Seagrass,NA,7
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,8,Sand,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,8,Lobophyllia,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,8,Porites,Massive,8
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,9,Hydroid,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,9,Seagrass,NA,5
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,9,Tape,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,9,Unknown,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,9,Zoanthid,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,9,Porites,Massive,12
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,9,Xenia,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Crustose coralline algae,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Macroalgae,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Turf algae,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Bare substrate,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Corallimorpharia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Seagrass,NA,13
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Blastomussa,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Caulastraea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Cladiella,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Coeloseris,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Coscinaraea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Ctenactis,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,10,Cynarina,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,11,Seagrass,NA,24
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,11,Tape,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,12,Macroalgae,NA,3
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,12,Turf algae,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,12,Obscured,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,12,Sponge,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,12,Tape,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,12,Galaxea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,12,Lobophyllia,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,12,Platygyra,NA,5
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,12,Pocillopora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,12,Porites,Branching,6
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,12,Porites,Massive,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,12,Seriatopora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,13,Crustose coralline algae,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,13,Macroalgae,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,13,Turf algae,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,13,Bare substrate,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,13,Corallimorpharia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,13,Obscured,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,13,Seagrass,NA,13
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,13,Blastomussa,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,13,Caulastraea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,13,Cladiella,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,13,Coeloseris,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,13,Coscinaraea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,14,Halimeda,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,14,Gorgonian,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,14,Seagrass,NA,14
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,14,Sand,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,14,Ctenactis,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,14,Cynarina,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,14,Fungia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,14,Galaxea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,14,Gardineroseris,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,14,Goniastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,14,Goniopora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,14,Gyrosmilia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,15,Crustose coralline algae,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,15,Turf algae,NA,7
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,15,Hard coral,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,15,Obscured,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,15,Acropora,NA,4
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,15,Halomitra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,15,Heliopora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,15,Leptoseris,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,15,Porites,Branching,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,15,Porites,Massive,5
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,16,Hydroid,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,16,Seagrass,NA,11
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,16,Sand,NA,4
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,16,Herpolitha,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,16,Horastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,16,Hydnophora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,16,Isopora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,16,Leptoria,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,16,Leptastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,16,Leptoseris,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,16,Lobophyllia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,16,Lobactis,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Halimeda,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Turf algae,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Hard coral,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Hydroid,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Seagrass,NA,6
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Sand,NA,3
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Halomitra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Heliopora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Herpolitha,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Horastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Hydnophora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Isopora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Leptoria,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Leptastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Leptoseris,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Lobophyllia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Lobactis,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,17,Porites,Massive,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,18,Turf algae,NA,5
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,18,Corallimorpharia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,18,Obscured,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,18,Porites,Branching,13
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,18,Porites,Massive,5
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Crustose coralline algae,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Macroalgae,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Turf algae,NA,4
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Other invertebrates,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Other invertebrates,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Obscured,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Other,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Acropora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Halomitra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Montastraea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Montipora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Mycedium,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Nepthea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Oulastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Porites,Branching,6
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,19,Porites,Massive,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Crustose coralline algae,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Macroalgae,NA,3
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Turf algae,NA,5
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Other invertebrates,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Other invertebrates,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Obscured,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Other,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Seagrass,NA,4
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Sand,NA,3
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Montastraea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Montipora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Mycedium,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,20,Nepthea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,21,Halimeda,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,21,Macroalgae,NA,3
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,21,Turf algae,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,21,Seagrass,NA,11
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,21,Sand,NA,3
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,21,Sponge,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,21,Oulastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,21,Physogyra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,21,Porites,Massive,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Crustose coralline algae,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Macroalgae,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Sand,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Oulophyllia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Oxypora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Paragoniastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Pachyseris,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Paramontastraea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Pavona,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Pectinia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Physogyra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Platygyra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Plerogyra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Plesiastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Pocillopora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Podabacia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Polyphyllia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Porites,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Porites,Branching,5
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,22,Porites,Massive,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,23,Acropora,NA,2
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,23,Oulophyllia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,23,Oxypora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,23,Paragoniastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,23,Pachyseris,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,23,Paramontastraea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,23,Pavona,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,23,Pectinia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,23,Physogyra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,23,Platygyra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,23,Porites,Branching,14
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Macroalgae,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Turf algae,NA,7
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Corallimorpharia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Hydroid,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Echinopora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Plerogyra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Plesiastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Pocillopora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Podabacia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Polyphyllia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Porites,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Porites,Branching,3
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,24,Porites,Massive,5
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Corallimorpharia,NA,4
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Oulophyllia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Oxypora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Paragoniastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Pachyseris,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Paramontastraea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Pavona,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Pectinia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Physogyra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Platygyra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Plerogyra,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Plesiastrea,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Pocillopora,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Podabacia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Polyphyllia,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Porites,NA,1
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Porites,Branching,5
1208,Control,2022,12,13,6,2,50,25,1,25,amkieltiela@datamermaid.org,25,Porites,Massive,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Halimeda,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Macroalgae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Corallimorpharia,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Rock,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Rubble,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Seagrass,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Sand,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Sarcophyton,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Tape,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Porites,Branching,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Porites,Massive,6
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Psammocora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Pseudosiderastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Sandalolitha,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,1,Scolymia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,2,Macroalgae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,2,Turf algae,NA,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,2,Hydroid,NA,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,2,Soft coral,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,2,Silt,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,2,Sinularia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,2,Sponge,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,2,Porites,Massive,11
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,2,Seriatopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,2,Siderastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Macroalgae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Turf algae,NA,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Rock,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Rubble,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Soft coral,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Seagrass,NA,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Silt,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Sand,NA,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Sarcophyton,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Sinularia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Sponge,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Psammocora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Pseudosiderastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Sandalolitha,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Scolymia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Seriatopora,NA,1
